ID,DATE,TIME,ROLE,COMPANY_NAME,LOCATION,LINK
27441,2024-04-10,0 days 07:30:44,PATIENT SERVICE ASSOCIATE - CANCER CENTER REGISTRATION,Duke University,"Durham, NC",https://www.linkedin.com/jobs/view/patient-service-associate-cancer-center-registration-at-duke-university-3891748281?position=1&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=pOamSTlfdoLO9SPskvdMQw%3D%3D&trk=public_jobs_jserp-result_search-card
27442,2024-04-10,0 days 07:30:44,Field Medical Assistant,Eventus WholeHealth,"Morganton, NC",https://www.linkedin.com/jobs/view/field-medical-assistant-at-eventus-wholehealth-3889716569?position=2&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=%2FDlyWE0tC0xtVaQHWcFJ5w%3D%3D&trk=public_jobs_jserp-result_search-card
27443,2024-04-10,0 days 07:30:44,Front Desk Receptionist,Center for Emotional Health,"Charlotte, NC",https://www.linkedin.com/jobs/view/front-desk-receptionist-at-center-for-emotional-health-3889709532?position=3&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=7p9bi9T1UfNaL3YeKgqV3g%3D%3D&trk=public_jobs_jserp-result_search-card
27444,2024-04-10,0 days 07:30:44,Administrative Assistant Entry Level,Medstaff National Medical Staffing,"Cary, NC",https://www.linkedin.com/jobs/view/administrative-assistant-entry-level-at-medstaff-national-medical-staffing-3889705965?position=4&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=I%2FqvI5JgWYuseYLCXPtquw%3D%3D&trk=public_jobs_jserp-result_search-
27445,2024-04-10,0 days 07:30:44,Scheduling Coordinator (REMOTE),FeyerAssociates INC,"Asheville, NC",https://www.linkedin.com/jobs/view/scheduling-coordinator-remote-at-feyerassociates-inc-3892043094?position=5&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=c%2FkVKimS6JUSvxJp5rdZ%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card
27446,2024-04-10,0 days 07:30:44,Administrative Operations Manager,Mosaic Pediatric Therapy,"Charlotte, NC",https://www.linkedin.com/jobs/view/administrative-operations-manager-at-mosaic-pediatric-therapy-3889739095?position=6&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=SHvvooBGCgnRxsiwbPpy0Q%3D%3D&trk=public_jobs_jserp-result_search-card
27447,2024-04-10,0 days 07:30:44,Clinical Data Analyst,Crescens Inc.,"Raleigh, NC",https://www.linkedin.com/jobs/view/clinical-data-analyst-at-crescens-inc-3891565726?position=7&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=ZPYElz40iZzxEFXfbD7bwg%3D%3D&trk=public_jobs_jserp-result_search-card
27448,2024-04-10,0 days 07:30:44,Population Health Specialist,DevCare Solutions,"Raleigh, NC",https://www.linkedin.com/jobs/view/population-health-specialist-at-devcare-solutions-3887648586?position=8&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=J9jeP068Aoyah80L5WefCA%3D%3D&trk=public_jobs_jserp-result_search-card
27449,2024-04-10,0 days 07:30:44,Coordinator - Atrium Health Bariatric and Weight Management Center FT,Atrium Health,"Charlotte, NC",https://www.linkedin.com/jobs/view/coordinator-atrium-health-bariatric-and-weight-management-center-ft-at-atrium-health-3891572457?position=9&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=f5GJo064jfLZLZw64C8G5w%3D%3D&trk=public_jobs_jserp-result
27450,2024-04-10,0 days 07:30:44,Medical Records Technician,Advantmed,"Wilmington, NC",https://www.linkedin.com/jobs/view/medical-records-technician-at-advantmed-3888117147?position=10&pageNum=0&refId=JXDByEOZ9fpbE9zlO29Vnw%3D%3D&trackingId=1uzkXdWARbJBaDKURgN32Q%3D%3D&trk=public_jobs_jserp-result_search-card
